code,trading_date,open,high,low,close,pre_close,pct,volume,amount,limit_up,limit_down,type,type_name,name,vol_ratio,turn_over,industry,area,float_mv,total_mv,avg_price,free_float_mv,is_limit_up,is_broken_limit,is_db,limit_status_ext,limit_status,limit_desc,last_limit_desc,avg_limit_turnover_5,sma_5,sma_7,open_pct,close_sma7_pct,vwap,touch_limit_down,lowest_30,prev_limit_status,prev_sma_7,pre_pct,pre_vwap,pre_close_sma7_pct,signal,code_right,buy_time,buy_price,sell_time,sell_price,profit,holding_days,sell_reason,trading_date_right,weight_profit,weight_touch_limit_down,weight_consec_loss,weight
SZSE.000935,2021-07-09,18.16,18.46,17.56,17.7,18.74,-5.5496,224538.2,40375.4467,20.61,16.87,,,四川双马,0.76,2.94,水泥,四川,135.13,135.13,17.98,41.800457352,false,false,false,,未涨停,未涨停,2天2板,2.875,17.683999999999997,16.82,-3.094983991462104,5.23186682520808,17.98154910834771,false,12.51,断板,16.240000000000002,6.0555,17.65892001752643,15.394088669950715,1,SZSE.000935,2021-07-09T09:30:00.000000,18.16,2021-07-12T11:30:00.000000,17.11,-6.5326798532741455,1.5,未涨停卖出,2021-07-09,-0.0,0.4,0.0,0.0
SZSE.002895,2021-07-13,23.43,23.88,22.06,22.99,24.21,-5.0392,284737.13,64903.962600000006,26.63,21.79,,,川恒股份,0.8,5.89,化工原料,贵州,111.23,112.29,22.79,39.7386748,false,false,true,断板,断板,断板,8天4板,6.495,21.656,20.50714285714286,-3.2218091697645646,12.107279693486568,22.794344594257872,false,10.32,炸板,19.43285714285714,8.4192,24.0876865103236,24.58281261486438,1,SZSE.002895,2021-07-13T09:30:00.000000,23.43,2021-07-14T11:30:00.000000,22.33,-5.454239380506146,1.5,未涨停卖出,2021-07-13,-0.0,0.4,0.0,0.0
SZSE.002472,2021-07-14,19.55,20.0,18.3,19.26,20.1,-4.1791,356589.74,68453.4713,22.11,18.09,,,双环传动,0.86,6.02,机械基件,浙江,114.08,139.07,19.2,96.85633819680001,false,false,false,,未涨停,未涨停,3天2板,7.24,19.330000000000002,18.639999999999997,-2.7363184079602023,3.3261802575107544,19.196702434568085,false,12.16,断板,18.167142857142856,0.0996,19.957475138343295,10.639301722104284,1,SZSE.002472,2021-07-14T09:30:00.000000,19.55,2021-07-15T11:30:00.000000,18.45,-6.37857776056898,1.5,未涨停卖出,2021-07-14,-0.0,0.4,0.0,0.0
SHSE.600418,2021-07-15,14.25,15.7,14.2,15.49,14.69,5.4459,2381416.52,357276.28250000003,16.16,13.22,,,江淮汽车,1.12,12.58,汽车整车,安徽,293.27,293.27,15.0,201.53076978060002,false,false,false,,未涨停,未涨停,2天2板,8.82,14.407999999999998,13.634285714285713,-2.99523485364193,13.610645431684837,15.002679266708034,false,8.52,断板,13.047142857142857,1.1708,15.000081917028892,12.59170042702288,1,SHSE.600418,2021-07-15T09:30:00.000000,14.25,2021-07-19T11:30:00.000000,16.95,17.999580624868944,2.5,未涨停卖出,2021-07-15,0.0,0.4,0.0,0.0
SZSE.002119,2021-07-15,19.06,19.39,18.0,19.06,19.87,-4.0765,373376.17,70127.6067,21.86,17.88,,,康强电子,0.85,10.16,半导体,浙江,70.05,71.53,18.78,49.35561078400001,false,false,false,,未涨停,未涨停,2天2板,12.045,19.267999999999997,18.34714285714286,-4.076497232008064,3.885385034649204,18.782025296365326,true,11.28,断板,17.82,-1.6337,19.579136038567643,11.50392817059484,1,SZSE.002119,2021-07-15T09:30:00.000000,19.06,2021-07-16T11:30:00.000000,19.05,-0.848860591213306,1.5,未涨停卖出,2021-07-15,-0.0,0.4,0.0,0.0
SZSE.002192,2021-07-15,113.0,120.01,109.3,118.99,117.34,1.4062,207908.58,239227.19290000002,129.07,105.61,,,融捷股份,1.1,8.02,小金属,广东,308.33,308.96,115.06,231.4202228981,false,false,true,断板,断板,断板,8天5板,6.755,118.72,112.85428571428572,-3.698653485597412,5.436846502443087,115.06364619488048,false,61.06,断板,108.57000000000001,-10.0015,120.53483941319101,8.077737864971905,1,SZSE.002192,2021-07-15T09:30:00.000000,113.0,2021-07-16T11:30:00.000000,118.48,4.014102880513339,1.5,未涨停卖出,2021-07-15,0.0,0.4,0.0,0.0
SZSE.002280,2021-07-15,7.59,8.14,7.57,7.84,7.9,-0.7595,1159514.81,91073.46620000001,8.69,7.11,,,联络互动,1.25,6.58,软件服务,浙江,138.09,170.69,7.85,128.0515615456,false,false,false,,未涨停,未涨停,4天4板,0.8633333333333333,8.304,7.9471428571428575,-3.9240506329113987,-1.3481934208161128,7.854446136828559,false,5.06,断板,7.7,-9.2997,8.029253200291528,2.5974025974025996,1,SZSE.002280,2021-07-15T09:30:00.000000,7.59,2021-07-16T11:30:00.000000,7.65,-0.012597830023775361,1.5,未涨停卖出,2021-07-15,-0.0,0.4,0.0,0.0
SZSE.002439,2021-07-15,33.59,36.88,33.38,36.3,35.35,2.6874,384452.95,137158.1365,38.89,31.82,,,启明星辰,1.23,5.36,软件服务,北京,260.34,338.89,35.68,238.29632890799996,false,false,true,断板,断板,断板,2天2板,6.375,33.438,32.17714285714286,-4.978783592644973,12.812999467234926,35.67618261220261,false,27.47,断板,31.094285714285714,1.2024,35.82287190920538,13.68648350638611,1,SZSE.002439,2021-07-15T09:30:00.000000,33.59,2021-07-16T11:30:00.000000,35.52,4.903161987358696,1.5,未涨停卖出,2021-07-15,0.0,0.4,0.0,0.0
SHSE.600010,2021-07-16,2.18,2.27,2.12,2.15,2.25,-4.4444,22601387.73,496374.6153,2.48,2.03,,,包钢股份,0.83,7.13,普钢,内蒙,681.06,980.08,2.2,440.7981623865,false,false,false,,未涨停,未涨停,3天2板,7.12,2.13,2.0285714285714285,-3.111111111111104,5.985915492957748,2.19621299908561,false,1.51,炸板,1.9642857142857142,7.6555,2.1406361781430796,14.54545454545455,1,SHSE.600010,2021-07-16T09:30:00.000000,2.18,2021-07-19T11:30:00.000000,2.19,-0.3417522570269648,1.5,未涨停卖出,2021-07-16,-0.13670090281078592,0.4,0.4,0.4
SZSE.002192,2021-07-16,115.31,122.5,111.99,112.0,118.99,-5.8744,179896.16,209595.75530000002,130.89,107.09,,,融捷股份,0.91,6.94,小金属,广东,290.21,290.81,116.51,217.82557328,false,false,false,,未涨停,未涨停,8天5板,6.755,119.45,114.87142857142858,-3.092696865282791,-2.4996890933963516,116.50929919793731,false,61.06,断板,112.85428571428572,1.4062,115.06364619488048,5.436846502443087,1,SZSE.002192,2021-07-16T09:30:00.000000,115.31,2021-07-19T11:30:00.000000,107.94,-7.137351210887943,1.5,未涨停卖出,2021-07-16,-2.8549404843551773,0.4,0.4,0.4
SZSE.002240,2021-07-16,43.91,48.86,43.2,46.6,45.45,2.5303,652846.84,303681.579,50.0,40.91,,,盛新锂能,0.88,9.37,小金属,深圳,324.51,349.36,46.52,246.66258876,false,false,false,,未涨停,未涨停,7天4板,10.375,45.222,42.99714285714286,-3.3883388338834015,8.379294305269443,46.51651205051403,false,27.53,断板,41.478571428571435,1.0,44.33781753321061,9.57465128293438,1,SZSE.002240,2021-07-16T09:30:00.000000,43.91,2021-07-19T11:30:00.000000,45.95,3.8120349392682336,1.5,未涨停卖出,2021-07-16,1.5248139757072936,0.4,0.4,0.4
SZSE.002091,2021-07-19,13.42,14.79,13.38,13.72,13.9,-1.295,1113277.29,156310.1557,15.29,12.51,,,江苏国泰,0.66,7.35,商贸代理,江苏,207.7,214.52,14.04,121.6477003112,false,false,true,断板,断板,断板,5天3板,7.25,13.66,13.177142857142856,-3.453237410071945,4.119687771032103,14.040541121610412,false,7.93,断板,12.697142857142856,-3.1359,13.948408698443647,9.473447344734488,1,SZSE.002091,2021-07-19T09:30:00.000000,13.42,2021-07-20T11:30:00.000000,13.93,2.973204054126266,1.5,未涨停卖出,2021-07-19,1.1892816216505064,0.4,0.4,0.4
SZSE.002845,2021-07-20,34.19,34.8,33.71,34.58,35.07,-1.3972,186875.3,63923.351,38.58,31.56,,,同兴达,1.08,11.84,元器件,深圳,54.56,81.03,34.21,40.313009555,false,false,false,,未涨停,未涨停,2天2板,2.69,32.916,31.057142857142853,-2.5092671799258697,11.343146274149042,34.20642053818777,false,23.86,断板,29.92285714285714,2.8144,35.270505257753534,17.201374964193654,1,SZSE.002845,2021-07-20T09:30:00.000000,34.19,2021-07-21T11:30:00.000000,36.01,4.483965279566126,1.5,未涨停卖出,2021-07-20,1.7935861118264507,0.4,0.4,0.4
SHSE.600771,2021-07-22,52.0,52.08,48.02,48.02,53.35,-9.9906,528723.09,259416.30120000002,58.69,48.02,,,广誉远,0.73,10.75,中成药,山西,236.26,236.26,49.06,180.9483723936,false,false,false,,未涨停,未涨停,4天2板,11.57,48.912,46.529999999999994,-2.5304592314901617,3.2022351171287546,49.064681703233354,true,20.68,断板,44.86714285714286,7.996,52.06835966787094,18.906613175406754,1,SHSE.600771,2021-07-22T09:30:00.000000,52.0,2021-07-23T09:30:00.000000,46.18,-11.89993870671162,1.0,止损卖出,2021-07-22,-4.759975482684648,0.4,0.4,0.4
SZSE.000657,2021-07-22,14.02,14.22,13.75,13.94,14.39,-3.1272,481398.6,67138.8532,15.83,12.95,,,中钨高新,0.63,5.08,小金属,海南,132.11,149.7,13.95,72.2054214236,false,false,true,断板,断板,断板,5天2板,8.45,13.280000000000001,12.864285714285714,-2.571230020847818,8.362021099389228,13.946624107340568,false,7.66,断板,12.45142857142857,4.6545,14.188920994810811,15.569068379990838,1,SZSE.000657,2021-07-22T09:30:00.000000,14.02,2021-07-23T11:30:00.000000,13.91,-1.5751544464083789,1.5,未涨停卖出,2021-07-22,-0.6300617785633515,0.4,0.4,0.4
SHSE.603396,2021-07-23,83.0,94.41,83.0,94.41,85.83,9.9965,69343.72,63824.5715,94.41,77.25,,,金辰股份,0.92,6.56,专用机械,辽宁,99.87,109.52,92.04,42.7006441422,true,false,false,,涨停,6天3板,3天2板,7.06,84.27000000000001,78.92714285714285,-3.2972154258417783,19.616644645151947,92.04088200056182,false,37.15,断板,74.32142857142857,-0.1745,85.03692631168329,15.484863046612208,1,SHSE.603396,2021-07-23T09:30:00.000000,83.0,2021-07-26T11:30:00.000000,90.4,8.047808764940259,1.5,未涨停卖出,2021-07-23,3.2191235059761034,0.4,0.4,0.4
SHSE.600114,2021-07-26,10.3,11.19,10.3,10.63,10.61,0.1885,661869.84,71363.0489,11.67,9.55,,,东睦股份,1.53,10.74,机械基件,浙江,65.52,65.52,10.78,50.32744384430001,false,false,true,断板,断板,断板,2天2板,8.469999999999999,10.146,9.677142857142856,-2.9217719132893376,9.846471803956323,10.782036676576773,false,7.77,断板,9.354285714285712,-1.577,10.739460341065774,13.423946243127691,1,SHSE.600114,2021-07-26T09:30:00.000000,10.3,2021-07-27T11:30:00.000000,10.68,2.8631106641395574,1.5,未涨停卖出,2021-07-26,1.145244265655823,0.4,0.4,0.4
SHSE.600338,2021-07-26,27.81,29.17,26.8,28.28,28.85,-1.9757,818672.05,228475.43110000005,31.74,25.97,,,西藏珠峰,1.09,8.95,铅锌,西藏,258.54,258.54,27.91,130.08764819680002,false,false,true,断板,断板,断板,2天2板,6.050000000000001,26.639999999999997,25.681428571428572,-3.604852686308501,10.118484730488959,27.90805318197928,false,13.23,断板,24.77285714285714,3.7397,28.534631188649083,16.45810506891184,1,SHSE.600338,2021-07-26T09:30:00.000000,27.81,2021-07-27T11:30:00.000000,26.9,-4.042943651499719,1.5,未涨停卖出,2021-07-26,-1.6171774605998879,0.4,0.4,0.4
SZSE.000762,2021-07-27,47.31,50.2,44.02,44.02,48.91,-9.998,729316.55,343112.70160000003,53.8,44.02,,,西藏矿业,1.0,14.0,小金属,西藏,229.25,229.26,47.05,178.196274706,false,false,false,,未涨停,未涨停,5天3板,14.46,46.513999999999996,44.870000000000005,-3.271314659578807,-1.894361488745267,47.04578575654152,true,20.48,断板,44.12428571428571,3.6229,48.27605961348178,10.845986984815617,1,SZSE.000762,2021-07-27T09:30:00.000000,47.31,2021-07-28T09:30:00.000000,40.6,-14.86684839589013,1.0,大幅低开卖出,2021-07-27,-5.946739358356052,0.4,0.4,0.4
SHSE.603396,2021-07-28,83.22,94.8,78.88,92.6,87.4,5.9497,64110.31,56526.59910000001,96.14,78.66,,,金辰股份,1.0,6.06,专用机械,辽宁,97.95,107.42,88.17,41.882000291999994,false,false,false,,未涨停,未涨停,6天3板,6.559999999999999,90.15799999999999,88.28999999999999,-4.782608695652182,4.881640049835771,88.17084038433134,true,37.15,断板,85.61428571428571,-3.4787,88.72985065747945,2.0857667278491645,1,SHSE.603396,2021-07-28T09:30:00.000000,83.22,2021-07-30T11:30:00.000000,103.98,23.950341388591283,2.5,未涨停卖出,2021-07-28,9.580136555436514,0.4,0.4,0.4
SZSE.002453,2021-07-28,8.7,9.17,8.35,9.12,9.0,1.3333,445643.65,39435.11840000001,9.9,8.1,,,华软科技,0.77,7.8,软件服务,江苏,52.1,70.99,8.85,38.857256136000004,false,false,false,,未涨停,未涨停,5天3板,9.845,8.714,8.254285714285714,-3.333333333333341,10.488058151609541,8.849025089889647,false,6.21,断板,7.961428571428572,-0.5525,9.17581599855567,13.045038578862368,1,SZSE.002453,2021-07-28T09:30:00.000000,8.7,2021-07-29T11:30:00.000000,9.26,5.588679763703816,1.5,未涨停卖出,2021-07-28,2.235471905481526,0.4,0.4,0.4
SZSE.002503,2021-07-28,1.63,1.79,1.51,1.74,1.68,3.5714,3178755.34,53344.1605,1.85,1.51,,,搜于特,1.59,12.5,服饰,广东,44.25,53.81,1.68,36.6149983326,false,false,true,断板,断板,断板,2天2板,10.305,1.6239999999999999,1.567142857142857,-2.976190476190479,11.030082041932557,1.678146154526004,true,1.4,断板,1.5214285714285711,-2.3256,1.7043025545401098,10.422535211267624,1,SZSE.002503,2021-07-28T09:30:00.000000,1.63,2021-07-29T11:30:00.000000,1.73,5.289272358419099,1.5,未涨停卖出,2021-07-28,2.1157089433676397,0.4,0.4,0.4
SZSE.002913,2021-07-30,103.88,107.1,98.5,105.0,109.0,-3.6697,43354.6,44955.263100000004,119.9,98.1,,,奥士康,1.04,3.35,元器件,湖南,135.72,166.81,103.69,43.5864576,false,false,false,,未涨停,未涨停,3天3板,2.54,102.604,96.7042857142857,-4.697247706422022,8.57843499327849,103.69202599032168,true,71.3,断板,92.59857142857143,8.2746,104.13641279387272,17.71239914222681,1,SZSE.002913,2021-07-30T09:30:00.000000,103.88,2021-08-02T11:30:00.000000,110.52,5.544245812284184,1.5,未涨停卖出,2021-07-30,2.2176983249136737,0.4,0.4,0.4
SHSE.603063,2021-08-03,23.03,24.24,21.35,21.35,23.72,-9.9916,324774.44,73272.02130000001,26.09,21.35,,,禾望电气,1.13,7.52,电气设备,深圳,92.17,92.81,22.56,61.25438830000001,false,false,true,断板,断板,断板,2天1板,6.35,21.208,20.62,-2.9089376053962805,3.5402521823472375,22.560895278581654,true,14.35,炸板,20.29,6.7507,23.681992224154303,16.904879250862493,1,SHSE.603063,2021-08-03T09:30:00.000000,23.03,2021-08-04T11:30:00.000000,22.03,-5.10437624231686,1.5,未涨停卖出,2021-08-03,-2.041750496926744,0.4,0.4,0.4
SZSE.000831,2021-08-03,35.88,36.99,33.35,33.58,37.05,-9.3657,794627.96,276345.0167,40.76,33.35,,,五矿稀土,0.69,8.1,小金属,山西,329.38,329.38,34.78,197.361604406,false,false,true,断板,断板,断板,2天2板,12.405000000000001,34.714,33.67,-3.1578947368420907,-0.2673002673002774,34.776654058334415,true,17.03,断板,33.44,-1.5413,37.44774337385776,10.795454545454545,1,SZSE.000831,2021-08-03T09:30:00.000000,35.88,2021-08-06T11:30:00.000000,40.04,10.705006062705676,3.5,未涨停卖出,2021-08-03,4.282002425082271,0.4,0.4,0.4
SHSE.600888,2021-08-04,8.99,10.16,8.97,10.05,9.27,8.4142,1175898.72,113873.46270000002,10.2,8.34,,,新疆众和,0.97,9.47,铝,新疆,124.76,133.25,9.68,81.71242206300002,false,false,true,断板,断板,断板,2天2板,5.465,9.498000000000001,9.104285714285714,-3.0204962243797127,10.387572571787237,9.683951582156668,false,5.34,断板,8.794285714285715,-10.0,9.817914173362807,5.409356725146181,1,SHSE.600888,2021-08-04T09:30:00.000000,8.99,2021-08-05T11:30:00.000000,9.37,3.396425421783369,1.5,未涨停卖出,2021-08-04,1.3585701687133476,0.4,0.4,0.4
SZSE.002518,2021-08-04,27.28,31.13,27.28,31.13,28.3,10.0,430979.09,131261.4788,31.13,25.47,,,科士达,0.95,7.62,电气设备,深圳,176.0,181.32,30.46,65.1781732063,true,false,false,,涨停,5天3板,2天2板,6.234999999999999,28.624000000000002,27.087142857142855,-3.6042402826855104,14.925373134328366,30.4565770928701,false,13.42,断板,26.314285714285713,-4.9698,29.72026178401614,7.546145494028238,1,SZSE.002518,2021-08-04T09:30:00.000000,27.28,2021-08-05T11:30:00.000000,31.74,15.421890152001952,1.5,未涨停卖出,2021-08-04,6.168756060800781,0.4,0.4,0.4
SZSE.002335,2021-08-06,31.51,33.32,31.0,32.2,32.85,-1.9787,439293.81,140553.1019,36.14,29.57,,,科华数据,1.04,11.12,电气设备,福建,127.23,148.62,32.0,77.35395535,false,false,true,断板,断板,断板,5天4板,4.8133333333333335,31.024,29.34142857142857,-4.079147640791476,9.742441209406513,31.99523842596371,false,18.54,断板,27.849999999999998,2.6242,32.6661735688794,17.95332136445244,1,SZSE.002335,2021-08-06T09:30:00.000000,31.51,2021-08-09T11:30:00.000000,33.5,5.468320308104305,1.5,未涨停卖出,2021-08-06,2.187328123241722,0.4,0.4,0.4
SHSE.601139,2021-08-09,9.8,9.89,9.27,9.42,10.3,-8.5437,1090016.91,103309.47690000001,11.33,9.27,,,深圳燃气,2.63,3.79,供气供热,深圳,270.99,270.99,9.48,45.258981952800006,false,false,true,断板,断板,断板,3天3板,0.39999999999999997,9.192,8.627142857142857,-4.854368932038835,9.190263288623942,9.477786624429525,true,6.45,炸板,8.265714285714285,7.4035,10.005788206201663,24.611130314552383,1,SHSE.601139,2021-08-09T09:30:00.000000,9.8,2021-08-11T11:30:00.000000,9.92,0.41792015611023414,2.5,未涨停卖出,2021-08-09,0.16716806244409366,0.4,0.4,0.4
SZSE.000572,2021-08-09,8.12,8.25,7.85,8.15,8.35,-2.3952,1104479.5,89051.7365,9.19,7.52,,,海马汽车,0.64,6.73,汽车整车,海南,133.84,134.04,8.06,87.65588024950002,false,false,false,,未涨停,未涨停,3天2板,7.86,7.934,7.542857142857143,-2.754491017964077,8.049242424242431,8.062778575790679,false,4.6,断板,7.279999999999999,0.8454,8.283598783547927,14.697802197802204,1,SZSE.000572,2021-08-09T09:30:00.000000,8.12,2021-08-10T11:30:00.000000,7.71,-5.805840676702042,1.5,未涨停卖出,2021-08-09,-2.322336270680817,0.4,0.4,0.4
SHSE.603396,2021-08-10,114.48,119.01,108.9,110.0,117.5,-6.383,45497.87,51765.1505,129.25,105.75,,,金辰股份,0.82,4.3,专用机械,辽宁,116.36,127.6,113.77,49.7518362,false,false,true,断板,断板,断板,3天3板,5.55,109.86600000000001,104.94428571428571,-2.5702127659574434,4.817522222675979,113.77488770353426,false,47.65,断板,103.56857142857143,-0.1275,112.68509847668152,13.451405556015336,1,SHSE.603396,2021-08-10T09:30:00.000000,114.48,2021-08-13T11:30:00.000000,141.18,22.340198952617193,3.5,未涨停卖出,2021-08-10,0.0,0.0,0.4,0.0
SZSE.002837,2021-08-10,33.19,35.9,32.09,33.85,34.13,-0.8204,290869.64,98495.2869,37.54,30.72,,,英维克,0.82,11.5,专用机械,深圳,85.59,109.08,33.86,53.224905597500005,false,false,true,断板,断板,断板,6天5板,14.496666666666668,33.354,31.41714285714286,-2.7541752124231023,7.743724990905779,33.86234702941153,false,17.38,断板,29.868571428571432,-4.4245,33.85542184461198,14.267266118232252,1,SZSE.002837,2021-08-10T09:30:00.000000,33.19,2021-08-12T11:30:00.000000,36.05,7.751578800795605,2.5,未涨停卖出,2021-08-10,0.0,0.0,0.4,0.0
SZSE.002837,2021-08-11,32.46,37.24,32.46,37.24,33.85,10.0148,301385.91,109370.46910000002,37.24,30.47,,,英维克,0.83,11.92,专用机械,深圳,94.16,120.0,36.29,58.55525803400001,true,false,false,,涨停,9天6板,6天5板,16.515,34.678000000000004,33.121428571428574,-4.106351550960119,12.43476385594134,36.289177918105075,false,17.38,断板,31.41714285714286,-0.8204,33.86234702941153,7.743724990905779,1,SZSE.002837,2021-08-11T09:30:00.000000,32.46,2021-08-12T11:30:00.000000,36.05,10.174827492249113,1.5,未涨停卖出,2021-08-11,4.069930996899646,0.4,0.4,0.4
SHSE.601139,2021-08-12,9.91,10.05,9.6,9.66,10.25,-5.7561,682480.87,66695.4532,11.28,9.23,,,深圳燃气,0.68,2.37,供气供热,深圳,277.89,277.9,9.77,46.412077034400006,false,false,true,断板,断板,断板,6天4板,2.23,9.998000000000001,9.757142857142856,-3.3170731707317063,-0.9956076134699745,9.772501491507008,false,6.45,断板,9.51,-1.0618,10.040870252051489,7.781282860147217,1,SHSE.601139,2021-08-12T09:30:00.000000,9.91,2021-08-13T11:30:00.000000,9.73,-2.598686987669902,1.5,未涨停卖出,2021-08-12,-1.0394747950679608,0.4,0.4,0.4
SZSE.002006,2021-08-12,15.09,15.45,14.76,14.78,15.5,-4.6452,275257.38,41265.308300000004,17.05,13.95,,,精功科技,0.66,6.05,专用机械,浙江,67.27,67.27,14.99,41.758618314,false,false,false,,未涨停,未涨停,4天2板,9.16,14.672,14.244285714285713,-2.645161290322582,3.7609066292247575,14.991535667454222,false,7.82,断板,13.855714285714285,1.6393,15.210540181721221,11.867202804412832,1,SZSE.002006,2021-08-12T09:30:00.000000,15.09,2021-08-16T11:30:00.000000,16.17,6.303216557230332,2.5,未涨停卖出,2021-08-12,2.521286622892133,0.4,0.4,0.4
SHSE.600218,2021-08-13,13.31,15.36,12.96,14.6,14.0,4.2857,1245103.22,173684.93070000003,15.4,12.6,,,全柴动力,1.64,33.77,农用机械,安徽,53.84,53.84,13.95,35.363025,false,false,true,断板,断板,断板,4天3板,13.863333333333335,12.809999999999999,11.912857142857144,-4.928571428571425,22.55666147020025,13.949440328328766,false,8.32,炸板,11.132857142857144,8.0247,14.056800745980874,25.753881688694968,1,SHSE.600218,2021-08-13T09:30:00.000000,13.31,2021-08-17T11:30:00.000000,16.98,26.556733247326246,2.5,未涨停卖出,2021-08-13,10.6226932989305,0.4,0.4,0.4
SHSE.603938,2021-08-13,69.04,71.59,67.73,68.93,71.87,-4.0907,100555.64,69749.1016,79.06,64.68,,,三孚股份,0.91,5.15,化工原料,河北,134.56,134.56,69.36,45.858839494,false,false,false,,未涨停,未涨停,4天3板,5.375,67.384,63.24571428571429,-3.9376652288854848,8.987621973256232,69.36368919734387,false,36.19,断板,59.941428571428574,3.5143,71.18477456740808,19.90037894134751,1,SHSE.603938,2021-08-13T09:30:00.000000,69.04,2021-08-16T11:30:00.000000,71.99,3.4420256401970195,1.5,未涨停卖出,2021-08-13,1.3768102560788078,0.4,0.4,0.4
SZSE.000723,2021-08-13,12.5,13.88,12.25,13.3,12.85,3.5019,5801798.98,757875.9068,14.14,11.57,,,美锦能源,1.06,14.61,焦炭加工,山西,528.04,568.47,13.06,267.904906465,false,false,true,断板,断板,断板,5天3板,10.64,12.716,12.08,-2.7237354085603087,10.099337748344377,13.06277431211517,false,7.19,断板,11.477142857142857,-3.7453,13.041580838997087,11.961662932536719,1,SZSE.000723,2021-08-13T09:30:00.000000,12.5,2021-08-16T11:30:00.000000,14.19,12.61545816733067,1.5,未涨停卖出,2021-08-13,5.046183266932268,0.4,0.4,0.4
SHSE.600218,2021-08-16,14.18,16.06,14.1,16.06,14.6,10.0,854380.49,133001.2599,16.06,13.14,,,全柴动力,0.9,23.17,农用机械,安徽,59.22,59.22,15.57,38.8993275,true,false,false,,涨停,7天4板,4天3板,16.740000000000002,13.88,12.891428571428573,-2.876712328767123,24.57890070921983,15.566982328915307,false,8.32,断板,11.912857142857144,4.2857,13.949440328328766,22.55666147020025,1,SHSE.600218,2021-08-16T09:30:00.000000,14.18,2021-08-17T11:30:00.000000,16.98,18.791968936665178,1.5,未涨停卖出,2021-08-16,7.516787574666072,0.4,0.4,0.4
SHSE.600338,2021-08-16,39.0,39.0,36.05,36.05,40.05,-9.9875,835254.77,304719.49720000004,44.06,36.05,,,西藏珠峰,0.7,9.14,铅锌,西藏,329.57,329.57,36.48,171.82538753799997,false,false,true,断板,断板,断板,5天3板,12.27,37.397999999999996,36.285714285714285,-2.6217228464419406,-0.6496062992126035,36.482221729784314,true,14.68,断板,35.332857142857144,-1.2087,41.54054655057565,13.350584239679769,1,SHSE.600338,2021-08-16T09:30:00.000000,39.0,2021-08-17T09:30:00.000000,34.51,-12.217897640208408,1.0,止损卖出,2021-08-16,-4.887159056083363,0.4,0.4,0.4
SHSE.601126,2021-08-16,15.64,18.01,14.73,17.2,16.37,5.0703,1187074.28,190767.3528,18.01,14.73,,,四方股份,2.32,14.6,电气设备,北京,139.87,139.87,16.07,70.603926712,false,true,false,,炸板,6天4板,4天4板,3.9975,15.362,14.209999999999999,-4.459376908979844,21.041520056298385,16.070380431458762,true,7.97,炸板,13.287142857142856,3.5421,16.759068099233993,23.2018062573917,1,SHSE.601126,2021-08-16T09:30:00.000000,15.64,2021-08-17T11:30:00.000000,16.1,2.120928052495881,1.5,未涨停卖出,2021-08-16,0.8483712209983525,0.4,0.4,0.4
SZSE.000697,2021-08-16,10.93,10.93,10.29,10.35,11.43,-9.4488,490525.45,51532.1685,12.57,10.29,,,炼石航空,1.19,8.5,航空,陕西,59.71,69.51,10.51,43.4676140145,false,false,true,断板,断板,断板,2天2板,7.765,10.373999999999999,9.98857142857143,-4.374453193350831,3.618421052631567,10.505503537074375,true,7.61,断板,9.77,3.9091,11.177574979031363,16.990788126919142,1,SZSE.000697,2021-08-16T09:30:00.000000,10.93,2021-08-17T09:30:00.000000,9.92,-9.96380443459465,1.0,止损卖出,2021-08-16,-3.98552177383786,0.4,0.4,0.4
SZSE.002335,2021-08-16,37.0,37.62,35.3,35.55,38.54,-7.7582,451758.95,163771.66760000002,42.39,34.69,,,科华数据,0.85,11.43,电气设备,福建,140.47,164.09,36.25,87.7753833975,false,false,false,,未涨停,未涨停,2天1板,12.14,37.652,36.23428571428571,-3.9958484691229867,-1.888503390632392,36.25200288782325,false,20.8,断板,35.848571428571425,-6.9082,38.55587579719589,7.507770781860214,1,SZSE.002335,2021-08-16T09:30:00.000000,37.0,2021-08-17T11:30:00.000000,33.3,-10.717131474103594,1.5,止损卖出,2021-08-16,-4.286852589641438,0.4,0.4,0.4
SHSE.600348,2021-08-17,12.24,13.04,11.39,11.4,12.65,-9.8814,1856200.66,222020.29570000002,13.92,11.39,,,华阳股份,1.1,7.72,煤炭开采,山西,274.17,274.17,11.96,118.03974504,false,false,false,,未涨停,未涨停,2天2板,4.8100000000000005,11.904,11.295714285714286,-3.2411067193675898,0.9232325787277078,11.961007259850883,true,6.71,断板,11.054285714285713,-1.0946,13.02143853194357,14.435254587748785,1,SHSE.600348,2021-08-17T09:30:00.000000,12.24,2021-08-18T11:30:00.000000,11.55,-6.389149285212094,1.5,未涨停卖出,2021-08-17,-0.0,0.0,0.4,0.0
