datetime,code,side,price,volume,fee
2024-05-16T09:30:00.000000,SZSE.000957,buy,11.235615,20000,22.47123
2024-05-16T11:30:00.000000,SZSE.002668,sell,11.71414,36100,42.2880454
2024-05-17T09:30:00.000000,SZSE.000957,buy,10.6053,40600,43.057518
2024-05-17T11:30:00.000000,SHSE.600869,sell,4.387805,48800,21.412488400000004
2024-05-17T11:30:00.000000,SZSE.000957,sell,10.484755000000002,20000,20.969510000000003
2024-05-20T11:30:00.000000,SZSE.000957,sell,10.644675000000001,40600,43.217380500000004
2024-05-21T09:30:00.000000,SZSE.002146,buy,2.12106,100500,21.316653000000002
2024-05-21T09:30:00.000000,SZSE.002244,buy,9.854925,21600,21.286638
2024-05-22T11:30:00.000000,SZSE.002146,sell,2.1989,100500,22.098945
2024-05-22T11:30:00.000000,SZSE.002244,sell,10.07496,21600,21.761913600000003
2024-05-23T09:30:00.000000,SHSE.603773,buy,34.83741,12300,42.8500143
2024-05-24T09:30:00.000000,SHSE.603773,sell,24.837575,12300,30.55021725
2024-05-27T09:30:00.000000,SZSE.000560,buy,3.191595,119700,38.20339215
2024-05-28T09:30:00.000000,SZSE.002897,buy,45.92294999999999,8400,38.575278
2024-05-28T11:30:00.000000,SZSE.000560,sell,3.09845,119700,37.0884465
2024-05-29T11:30:00.000000,SZSE.002897,sell,46.826575000000005,8400,39.334323000000005
2024-06-03T09:30:00.000000,SHSE.601020,buy,16.248119999999997,23400,38.02060079999999
2024-06-04T09:30:00.000000,SHSE.600171,buy,16.30815,22700,37.0195005
2024-06-04T11:30:00.000000,SHSE.601020,sell,15.232380000000001,23400,35.64376920000001
2024-06-05T09:30:00.000000,SHSE.600501,buy,16.48824,22300,36.76877520000001
2024-06-05T15:00:00.000000,SHSE.600171,sell,17.081455000000002,22700,38.774902850000004
2024-06-06T09:30:00.000000,SZSE.000564,buy,2.10105,180000,37.8189
2024-06-06T15:00:00.000000,SHSE.600501,sell,17.21139,22300,38.3813997
2024-06-07T11:30:00.000000,SZSE.000564,sell,2.028985,180000,36.52173
2024-06-14T09:30:00.000000,SHSE.600171,buy,18.10905,20900,37.8479145
2024-06-17T11:30:00.000000,SHSE.600171,sell,18.590700000000002,20900,38.854563000000006
2024-07-01T09:30:00.000000,SHSE.603171,buy,26.13306,14600,38.1542676
2024-07-03T11:30:00.000000,SHSE.603171,sell,34.7826,14600,50.782596000000005
2024-07-16T09:30:00.000000,SZSE.000550,buy,23.461724999999998,18400,43.169574
2024-07-17T11:30:00.000000,SZSE.000550,sell,24.117935,18400,44.3770004
2024-07-18T09:30:00.000000,SHSE.600611,buy,4.70235,46600,21.912951000000003
2024-07-18T09:30:00.000000,SHSE.600686,buy,9.50475,23000,21.860925
2024-07-19T11:30:00.000000,SHSE.600611,sell,5.53723,46600,25.803491800000003
2024-07-24T11:30:00.000000,SHSE.600686,sell,12.133930000000001,23000,27.908039000000002
2024-07-30T09:30:00.000000,SZSE.000712,buy,10.004999999999999,47800,47.823899999999995
2024-07-31T09:30:00.000000,SZSE.000957,buy,12.016005,40900,49.14546045
2024-08-01T09:30:00.000000,SHSE.600316,buy,20.520255,3600,7.3872918
2024-08-01T09:30:00.000000,SHSE.600635,buy,3.70185,20300,7.5147555
2024-08-01T09:30:00.000000,SZSE.000099,buy,18.58929,4000,7.435715999999999
2024-08-01T11:30:00.000000,SZSE.000957,sell,12.5937,40900,51.508233000000004
2024-08-02T09:30:00.000000,SZSE.002232,buy,23.021505,7400,17.035913700000002
2024-08-02T09:30:00.000000,SZSE.000099,buy,19.26963,8900,17.1499707
2024-08-02T09:30:00.000000,SHSE.603728,buy,40.730354999999996,4200,17.1067491
2024-08-02T11:30:00.000000,SHSE.600316,sell,20.949520000000003,3600,7.541827200000002
2024-08-02T11:30:00.000000,SHSE.600635,sell,3.5382300000000004,20300,7.182606900000001
2024-08-02T11:30:00.000000,SZSE.000712,sell,12.423785,47800,59.38569230000001
2024-08-02T11:30:00.000000,SZSE.000099,sell,19.780105,4000,7.9120420000000005
2024-08-05T09:30:00.000000,SHSE.600686,buy,17.588789999999996,15300,26.9108487
2024-08-05T09:30:00.000000,SZSE.000712,buy,11.4057,23700,27.031509
2024-08-05T11:30:00.000000,SHSE.603728,sell,40.229875,4200,16.8965475
2024-08-05T11:30:00.000000,SZSE.000099,sell,19.69015,8900,17.5242335
2024-08-05T11:30:00.000000,SZSE.002232,sell,22.878555000000002,7400,16.930130700000003
2024-08-06T09:30:00.000000,SHSE.600501,buy,21.4107,12800,27.405696
2024-08-06T09:30:00.000000,SZSE.000981,buy,1.22061,224800,27.4393128
2024-08-06T11:30:00.000000,SZSE.000712,sell,11.334330000000001,23700,26.862362100000006
2024-08-07T09:30:00.000000,SHSE.600501,sell,18.91054,12800,24.2054912
2024-08-07T09:30:00.000000,SHSE.600686,sell,14.91254,15300,22.8161862
2024-08-07T11:30:00.000000,SZSE.000981,sell,1.209395,224800,27.1871996
2024-08-23T09:30:00.000000,SHSE.601921,buy,9.094545,27700,25.19188965
2024-08-26T09:30:00.000000,SHSE.601921,sell,8.205895000000002,27700,22.730329150000006
2024-09-04T09:30:00.000000,SZSE.002600,buy,7.70385,21300,16.4092005
2024-09-04T09:30:00.000000,SZSE.002681,buy,4.2521249999999995,38700,16.45572375
2024-09-05T09:30:00.000000,SHSE.600552,buy,14.207099999999999,22900,32.534259
2024-09-05T11:30:00.000000,SZSE.002600,sell,7.366315,21300,15.690250950000003
2024-09-05T11:30:00.000000,SZSE.002681,sell,4.13793,38700,16.0137891
2024-09-06T09:30:00.000000,SHSE.600552,sell,14.452770000000001,22900,33.0968433
2024-09-09T09:30:00.000000,SHSE.600072,buy,12.186089999999998,20100,24.494040899999998
2024-09-10T09:30:00.000000,SHSE.603306,buy,21.620804999999997,22800,49.295435399999995
2024-09-10T11:30:00.000000,SHSE.600072,sell,12.403795,20100,24.931627950000003
2024-09-11T09:30:00.000000,SHSE.603306,sell,18.9905,22800,43.29834
2024-09-24T09:30:00.000000,SHSE.600187,buy,3.4417199999999997,68200,23.4725304
2024-09-25T09:30:00.000000,SHSE.600550,buy,10.50525,44700,46.9584675
2024-09-25T11:30:00.000000,SHSE.600187,sell,3.4182900000000003,68200,23.312737800000004
